"006015","1","SEC","EPI","00000","AM","","","LAGO M.POKER CREME NOIS.480G","LAGO M.POKER CREME NOIS.480G","LAGO M.POKER CREME NOIS.480G","LAGO M.POKER CREME NOIS.480G","","","","","","","8004800003317","","","","SEC","","","1","","NOUVEAUTE","","0","","","","","NON","","","","4.00","","301","","","","",""
"006051","1","SEC","ENT","00000","FC","FD","","AJAX GEL LILAS 750ML","AJAX GEL LILAS 750ML","AJAX GEL LILAS 750ML","AJAX GEL LILAS 750ML","","","","","","","8718951023581","","","","SEC","","","1","","","","0","","","","","NON","","","","12.00","","301","","","","",""
"006569","1","FRG","SGL","00000","X7","","","CASSOL/2 RIS VEAU/BOLET/SCE","CASSOL/2 RIS VEAU/BOLET/SCE","CASSOL/2 RIS VEAU/BOLET/SCE","CASSOL/2 RIS VEAU/BOLET/SCE","","","","","","","3576280630833","","","","SURGELE","","","1","","","","0","","","","","NON","","","","10.00","","301","","","","",""
"006687","1","SEC","EPI","00000","AO","AI","","HARIBO L'ILE AU TRESOR 120G","HARIBO L'ILE AU TRESOR 120G","HARIBO L'ILE AU TRESOR 120G","HARIBO L'ILE AU TRESOR 120G","","","","","","","3103220037607","","","","SEC","","","1","","","","0","","","","","NON","","","","30.00","","301","","","","",""
"006762","1","SEC","LIQ","00000","D5","","","MARMANDAIS RGE CH.TERROIR 75CL","MARMANDAIS RGE CH.TERROIR 75CL","MARMANDAIS RGE CH.TERROIR 75CL","MARMANDAIS RGE CH.TERROIR 75CL","","","","","","","3468000069927","","","","SEC","","","1","","","","0","","","","","OUI","","","","6.00","","301","","","","",""
"007178","1","FRG","SGL","00000","X7","","","BAGUETTE ANCIENNE LEVAIN  7178","BAGUETTE ANCIENNE LEVAIN  7178","BAGUETTE ANCIENNE LEVAIN  7178","BAGUETTE ANCIENNE LEVAIN  7178","","","","","","","3330160003267","","","","SURGELE","","","1","","","","0","","","","","NON","","","","25.00","","301","","","","",""
"007518","1","SEC","ENT","00000","FB","EV","","DENT.COLG.TOTAL REPARATION 75M","DENT.COLG.TOTAL REPARATION 75M","DENT.COLG.TOTAL REPARATION 75M","DENT.COLG.TOTAL REPARATION 75M","","","","","","","8718951041400","","","","SEC","","","1","","","","0","","","","","NON","","","","12.00","","301","","","","",""
"008067","1","SEC","EPI","00000","AC","","","ESCARGOT BOURGOGNE 1/2 SABAROT","ESCARGOT BOURGOGNE 1/2 SABAROT","ESCARGOT BOURGOGNE 1/2 SABAROT","ESCARGOT BOURGOGNE 1/2 SABAROT","","","","","","","3111957650402","","","","SEC","","","1","","","","0","","","","","NON","","","","12.00","","301","","","","",""
"008091","1","SEC","LIQ","00000","D5","","","POUILLY FUISSE B.JEAN BO.75CL","POUILLY FUISSE B.JEAN BO.75CL","POUILLY FUISSE B.JEAN BO.75CL","POUILLY FUISSE B.JEAN BO.75CL","","","","","","","3296313143405","","","","SEC","","","1","","","","0","","","","","OUI","","","","6.00","","301","","","","",""
"008489","1","SEC","LIQ","00000","D5","","","FRONSAC CANON RGE CHYVRAY 75CL","FRONSAC CANON RGE CHYVRAY 75CL","FRONSAC CANON RGE CHYVRAY 75CL","FRONSAC CANON RGE CHYVRAY 75CL","","","","","","","3662312010732","","","","SEC","","","1","","","","0","","","","","OUI","","","","6.00","","301","","","","",""
"008510","1","FRG","SGL","00000","X7","","","BAGUETTE PRECUITE 280G    8510","BAGUETTE PRECUITE 280G    8510","BAGUETTE PRECUITE 280G    8510","BAGUETTE PRECUITE 280G    8510","","","","","","","3330160001638","","","","SURGELE","","","1","","","","0","","","","","NON","","","","24.00","","301","","","","",""
"008511","1","FRG","SGL","00000","X7","","","BAGUETTE COMPLETE 240G    7014","BAGUETTE COMPLETE 240G    7014","BAGUETTE COMPLETE 240G    7014","BAGUETTE COMPLETE 240G    7014","","","","","","","3330160001164","","","","SURGELE","","","1","","","","0","","","","","NON","","","","30.00","","301","","","","",""
"008512","1","FRG","SGL","00000","X7","","","BAGUETTE AUX GRAINES 220G 7176","BAGUETTE AUX GRAINES 220G 7176","BAGUETTE AUX GRAINES 220G 7176","BAGUETTE AUX GRAINES 220G 7176","","","","","","","3330160000518","","","","SURGELE","","","1","","","","0","","","","","NON","","","","30.00","","301","","","","",""
"008513","1","FRG","SGL","00000","X7","","","PAIN PRECUIT 63CM 410G  4129","PAIN PRECUIT 63CM 410G  4129","PAIN PRECUIT 63CM 410G  4129","PAIN PRECUIT 63CM 410G  4129","","","","","","","3330160002987","","","","SURGELE","","","1","","","","0","","","","","NON","","","","17.00","","301","","","","",""
"008514","1","FRG","SGL","00000","X7","","","BATARD PRECUIT MULTI 300G 7088","BATARD PRECUIT MULTI 300G 7088","BATARD PRECUIT MULTI 300G 7088","BATARD PRECUIT MULTI 300G 7088","","","","","","","3330160001539","","","","SURGELE","","","1","","","","0","","","","","NON","","","","20.00","","301","","","","",""
"008515","1","FRG","SGL","00000","X7","","","BATARD P.C.COMPLET 420G   7135","BATARD P.C.COMPLET 420G   7135","BATARD P.C.COMPLET 420G   7135","BATARD P.C.COMPLET 420G   7135","","","","","","","3330160000020","","","","SURGELE","","","1","","","","0","","","","","NON","","","","20.00","","301","","","","",""
"008516","1","FRG","SGL","00000","X7","OP","","BAGUETTE 1/2 120G         7070","BAGUETTE 1/2 120G         7070","BAGUETTE 1/2 120G         7070","BAGUETTE 1/2 120G         7070","","","","","","","3330160006718","","","","SURGELE","","","1","","","","0","","","","","NON","","","","48.00","","301","","","","",""
"008517","1","FRG","SGL","00000","X7","","","PETIT PAIN OPERA 35G      7024","PETIT PAIN OPERA 35G      7024","PETIT PAIN OPERA 35G      7024","PETIT PAIN OPERA 35G      7024","","","","","","","3330160006619","","","","SURGELE","","","1","","","","0","","","","","NON","","","","240.00","","301","","","","",""
"008519","1","FRG","SGL","00000","X7","","","MINI CIABATTA 50G         7102","MINI CIABATTA 50G         7102","MINI CIABATTA 50G         7102","MINI CIABATTA 50G         7102","","","","","","","3330160000051","","","","SURGELE","","","1","","","","0","","","","","NON","","","","60.00","","301","","","","",""
"008520","1","FRG","SGL","00000","X7","","","MINI PAVE MULTI 50G       7128","MINI PAVE MULTI 50G       7128","MINI PAVE MULTI 50G       7128","MINI PAVE MULTI 50G       7128","","","","","","","3330160000105","","","","SURGELE","","","1","","","","0","","","","","NON","","","","60.00","","301","","","","",""
"008554","1","SEC","LIQ","00000","D5","","","CORBIERE RGE FLORENCE OLLIEUX","CORBIERE RGE FLORENCE OLLIEUX","CORBIERE RGE FLORENCE OLLIEUX","CORBIERE RGE FLORENCE OLLIEUX","","","","","","","3760145697615","","","","SEC","","","1","","","","0","","","","","OUI","","","","6.00","","301","","","","",""
"009181","1","SEC","EPI","00000","AG","","","LAIT DE COCO 400ML GRACE","LAIT DE COCO 400ML GRACE","LAIT DE COCO 400ML GRACE","LAIT DE COCO 400ML GRACE","","","","","","","5035139210216","","","","SEC","","","1","","","","0","","","","","NON","","","","24.00","","301","","","","",""
"009412","1","SEC","EPI","00000","AN","","","COEUR ETOILE BRETZ.CHOCO NOIR","COEUR ETOILE BRETZ.CHOCO NOIR","COEUR ETOILE BRETZ.CHOCO NOIR","COEUR ETOILE BRETZ.CHOCO NOIR","","","","","","","4002899563105","","","","SEC","","","1","","","","0","","","","","NON","","","","10.00","","301","","","","",""
"009626","1","FRG","SGL","00000","X3","","","TARTE POMME COMP.CRUE 1KG 9626","TARTE POMME COMP.CRUE 1KG 9626","TARTE POMME COMP.CRUE 1KG 9626","TARTE POMME COMP.CRUE 1KG 9626","","","","","","","3585290006200","","","","SURGELE","","","1","","","","0","","","","","NON","","","","16.00","","301","","","","",""
"010099","1","SEC","EPI","00000","AO","TF","","CHOCO LAIT AMANDE 100G NESTLE","CHOCO LAIT AMANDE 100G NESTLE","CHOCO LAIT AMANDE 100G NESTLE","CHOCO LAIT AMANDE 100G NESTLE","","","","","","","3069942307032","","","","SEC","","","1","","","","0","","","","","NON","","","","20.00","","301","","","","",""
"010122","1","SEC","EPI","00000","AO","","","CHOCO LAIT CLASSIC 100G NESTLE","CHOCO LAIT CLASSIC 100G NESTLE","CHOCO LAIT CLASSIC 100G NESTLE","CHOCO LAIT CLASSIC 100G NESTLE","","","","","","","3033710001286","","","","SEC","","","1","","","","0","","","","","NON","","","","20.00","","301","","","","",""
"010123","1","SEC","EPI","00000","AO","","","CHOCO LAIT NOIS.100G NESTLE","CHOCO LAIT NOIS.100G NESTLE","CHOCO LAIT NOIS.100G NESTLE","CHOCO LAIT NOIS.100G NESTLE","","","","","","","3033710000487","","","","SEC","","","1","","","","0","","","","","NON","","","","20.00","","301","","","","",""
"010217","1","SEC","EPI","00001","AK","","","MINI CHOUX CHEVRE 60G GD JURY","MINI CHOUX CHEVRE 60G GD JURY","MINI CHOUX CHEVRE 60G GD JURY","MINI CHOUX CHEVRE 60G GD JURY","","","","","","","3245390183453","","","","SEC","","","1","","","","0","","","","","NON","","","","12.00","","301","","","","",""
"010639","1","SEC","EPI","00000","AN","","","CHARDONS 4 LIQUEURS 300G","CHARDONS 4 LIQUEURS 300G","CHARDONS 4 LIQUEURS 300G","CHARDONS 4 LIQUEURS 300G","","","","","","","3173287142309","","","","SEC","","","1","","","","0","","","","","NON","","","","10.00","","301","","","","",""
"010771","1","SEC","EPI","00000","AM","","","CHA-CHA MAXX POCKET 34G LU","CHA-CHA MAXX POCKET 34G LU","CHA-CHA MAXX POCKET 34G LU","CHA-CHA MAXX POCKET 34G LU","","","","","","","0000054074019","","","","SEC","","","1","","","","0","","","","","NON","","","","36.00","","301","","","","",""
"010809","1","SEC","EPI","00001","AH","","","CASSOULET CONF.CANARD 1/2 GD J","CASSOULET CONF.CANARD 1/2 GD J","CASSOULET CONF.CANARD 1/2 GD J","CASSOULET CONF.CANARD 1/2 GD J","","","","","","","3245390183460","","","","SEC","","","1","","","","0","","","","","NON","","","","6.00","","301","","","","",""
"010828","1","SEC","EPI","00000","AM","","","GALETTE SAINT-MICHEL X 3","GALETTE SAINT-MICHEL X 3","GALETTE SAINT-MICHEL X 3","GALETTE SAINT-MICHEL X 3","","","","","","","3023470001114","","","","SEC","","","1","","","","0","","","","","NON","","","","150.00","","301","","","","",""
"010834","1","SEC","EPI","00000","AM","","","SABLE DE RETZ X 3","SABLE DE RETZ X 3","SABLE DE RETZ X 3","SABLE DE RETZ X 3","","","","","","","3023470010062","","","","SEC","","","1","","","","0","","","","","NON","","","","150.00","","301","","","","",""
"011001","1","SEC","ENT","00000","FA","EP","","DEO GRENADE 200ML LCS","DEO GRENADE 200ML LCS","DEO GRENADE 200ML LCS","DEO GRENADE 200ML LCS","","","","","","","3560070871964","","","","SEC","","","1","","","","0","","","","","NON","","","","12.00","","301","","","","",""
