,"292","EMBALLAGE FRUITS ET LEGUMES                  ",,,"1"
,"293","EMBALLAGE POISSONNERIE                       ",,,"1"
,"294","EMBALLAGE BOULANGERIE/PATISSER               ",,,"1"
,"295","EMBALLAGE PATISSERIE                         ",,,"1"
,"296","EMBALLAGE TRAITEUR/FROM/CHAR                 ",,,"1"
,"298","SACS ISOTHERMES                              ",,,"1"
,"299","EMBALLAGE SERVICES GENERAUX                  ",,,"1"
,"300","OUTILLAGE QUINCAILLERIE                      ",,,"1"
,"301","ELECTRICITE                                  ",,,"1"
,"302","DROGUERIE                                    ",,,"1"
,"303","OUTILLAGE ELECTRIQUE                         ",,,"1"
,"304","PILES                                        ",,,"1"
,"306","CADEAUX                                      ",,,"1"
,"307","MAT & ACCES.DE BAR PROF.                     ",,,"1"
,"308","ENTRETIEN                                    ",,,"1"
,"309","CAFE PETIT DEJEUNER                          ",,,"1"
,"310","VERRERIE                                     ",,,"1"
,"311","VAISSELLE                                    ",,,"1"
,"313","PREPARATION TABLE ET CUISSON                 ",,,"1"
,"314","RANGEMENT POUBELLES                          ",,,"1"
,"315","ARTICLES MENAGERS                            ",,,"1"
,"316","VAISSELLES A JETER                           ",,,"1"
,"317","SOINS DU LINGE                               ",,,"1"
,"318","CUISSON GAZ PLAQUES ELECT.                   ",,,"1"
,"319","CUISSON DANS LE FOUR                         ",,,"1"
,"321","CORRESPONDANCE                               ",,,"1"
,"322","ECRITURE                                     ",,,"1"
,"323","PAPETERIE/CAHIERS                            ",,,"1"
,"324","COPIES DOUBLES                               ",,,"1"
,"325","FEUILLETS MOBILES                            ",,,"1"
,"326","PAP.BUREAU                                   ",,,"1"
,"327","DESSIN-LOISIRS CREATIFS                      ",,,"1"
,"328","MATERIEL SCOLAIRE                            ",,,"1"
,"329","ACCES.BUREAU CLASSEMENT                      ",,,"1"
,"336","CARTERIE                                     ",,,"1"
,"340","PAPETERIE PROFESSIONNELLE CHR                ",,,"1"
,"344","ESPACE BUREAU                                ",,,"1"
,"345","EQUIPEMENT DU JARDIN                         ",,,"1"
,"350","OUTILLAGE DE JARDIN                          ",,,"1"
,"353","ARROSAGE ET PULVERISATION                    ",,,"1"
,"354","CLOTURES PROTECTIONS                         ",,,"1"
,"356","ENGRAIS ET AMENDEMENT PHYTO                  ",,,"1"
,"357","ANIMALERIE                                   ",,,"1"
,"361","DECORATION MUR ET SOL                        ",,,"1"
,"364","ACCESSOIRES SALLE DE BAIN                    ",,,"1"
,"366","AMPOULES                                     ",,,"1"
,"367","PLOMBERIE                                    ",,,"1"
,"368","MACONNERIE                                   ",,,"1"
,"369","PEINTURE-PAPIER PEINT                        ",,,"1"
,"370","AUTO INTERIEUR                               ",,,"1"
,"372","AUTO TECHNIQUE                               ",,,"1"
,"373","LUBRIFIANT                                   ",,,"1"
,"374","ENTRETIEN AUTO                               ",,,"1"
,"378","ACCESSOIRES CYCLES                           ",,,"1"
,"380","JOUET BEBE                                   ",,,"1"
,"384","CAMPING                                      ",,,"1"
,"397","BOUGIES ET SENTEURS                          ",,,"1"
,"398","TABLE EN FETE                                ",,,"1"
,"626","CHAUSSANT M BAS FE 37-38/39-40               ",,,"1"
,"646","COLLANT BAS FEMME                            ",,,"1"
,"714","MOUCHOIRS                                    ",,,"1"
,"715","MERCERIE                                     ",,,"1"
,"721","REPAS                                        ",,,"1"
,"722","HYGIENE - TOILETTE                           ",,,"1"
,"723","SECURITE PREVENTION                          ",,,"1"
,"726","ACCESSOIRES DE LIT                           ",,,"1"
,"727","JEUX                                         ",,,"1"
,"763","CHAUSSURE BEBE                               ",,,"1"
,"775","SPORT BEBE                                   ",,,"1"
,"790","ACCESSOIRE CHAUSSURE                         ",,,"1"
,"800","PETIT DEJEUNER                               ",,,"1"
,"801","PREPARATIONS ALIMENTAIRE                     ",,,"1"
,"805","RASOIR                                       ",,,"1"
,"807","MIEN ETRE DANS LA MAISON                     ",,,"1"
,"808","PIECES DETACHEES                             ",,,"1"
,"811","REFRIGERATEUR",,,"1"
,"815","MATERIEL PROFESSIONNEL                       ",,,"1"
,"821","PELLICULES                                   ",,,"1"
,"852","CADEAUX                                      ",,,"1"
,"880","PETIT SON                                    ",,,"1"
,"887","ACCESSOIRES SON                              ",,,"1"
,"941","PERIPHERIQUES                                ",,,"1"
,"955","BOIS DE CHAUFFAGE                            ",,,"1"
,"998","DIVERS",,,"4"
