Gencod (EAN);IFLS;Désignation;Regle;Code. Fourn.;Fournisseur
3560070046478;723643;200G BRIE POINTE 60% CRF           ;;00091647;LACTALIS  
3412290055610;S06065;200G BRIE POINTE 60% PAYSAN BRETON ;Cde 60 Kg grp;00097749;LAITA     
3228020232028;S04107;200G BRIE POINTE 60% PRESIDENT     ;;00091647;LACTALIS  
3038910006833;S00885;200G BRIE POINTE 60% ROITELET      ;;00091652;LACTALIS  
3428200333594;S82329;200G CARRE AMBASSADOR              ;;00091647;LACTALIS  
3275240312498;S07058;200G CARRE BONS MAYENNAIS          ;Cde 50 kg;00097104;VAUBERNIER
3155250001356;S01074;200G CARRE BRIDEL                  ;;00091649;LACTALIS  
3550090027113;S42232;240G LE LOZERE                     ;Cde grp 100kg;00097026;CHARRADE  
3550090027137;S42233;400G LE PAVE DE LOZERE             ;Cde grp 100kg;00097026;CHARRADE  
3161710000135;S66878;125G CAPRICE DES DIEUX 60%         ;;00000333;SAVENCIA  
3272320013405;S27476;125G ROUCOULONS                    ;cde 40 kg;00097224;MILLERET  
3412290001907;S96381;180G CREME OVALE LE GOURMET BIO    ;Cde 60 Kg grp;00097749;LAITA     
3272320012705;S27468;180G FIN FOU                       ;cde 40 kg;00097224;MILLERET  
3161710000128;556056;200G CAPRICE DES DIEUX 60%         ;;00000333;SAVENCIA  
3272320013474;S27477;200G LE SAINT GERMAIN              ;cde 40 kg;00097224;MILLERET  
3228024060382;S43369;200G OVALE ROITELET 60%            ;;00091652;LACTALIS  
3272320012224;S27467;220G LE 1921                       ;cde 40 kg;00097224;MILLERET  
3272320013566;S27474;220G ROUCOULONS                    ;cde 40 kg;00097224;MILLERET  
3272320012897;S91424;240G L ORTOLAN BIO PORT            ;cde 40 kg;00097224;MILLERET  
3272320012910;S91423;240G L ORTOLAN PORTION             ;cde 40 kg;00097224;MILLERET  
3272320013825;S91425;240G ROUCOULONS PORTION            ;cde 40 kg;00097224;MILLERET  
3272320012507;S27462;250G L ORTOLAN 55%                 ;cde 40 kg;00097224;MILLERET  
3272320012286;S27475;250G L ORTOLAN BIO                 ;cde 40 kg;00097224;MILLERET  
3272320012644;S27466;250G L ORTOLAN EQUILIBRE           ;cde 40 kg;00097224;MILLERET  
3272320012569;S27464;250G L ORTOLAN LEGER               ;cde 40 kg;00097224;MILLERET  
3272320012781;S27469;270G CREMEUX FOU                   ;cde 40 kg;00097224;MILLERET  
3161712963223;S90935;300G CAPRICE DES DIEUX 60%         ;;00000333;SAVENCIA  
3560070349869;T15527;300G OVALE DOUBLE CREME CRF DISC   ;;00000333;SAVENCIA  
3272320012231;S27465;330G L ORTOLAN FAMILIAL            ;cde 40 kg;00097224;MILLERET  
3161711000271;S74811;50GX2 MINI CAPRICES & GO           ;;00000333;SAVENCIA  
3560070891948;334739;180G SAINT FELICIEN CRF            ;;00088642;LOGIDIS FR
3245390083401;511128;180G SAINT FELICIEN RDF            ;;00071753;COMBS     
3560070891917;334738;2X80G ST MARCELLIN IGP CRF         ;;00088642;LOGIDIS FR
3412290090253;S28739;200G BRIQUE PAYSAN BRETON          ;Cde 60 Kg grp;00097749;LAITA     
3228023980070;S43207;200G BRIQUE PRESIDENT 55%MG        ;;00091647;LACTALIS  
3560070973033;S42871;200G BRIQUE VACHE 60% MG CRF       ;Cde 100 Kg grp;00097749;LAITA     
3245411692834;579624;200G BRIQUE VACHE 60% MG CRF       ;;00088642;LOGIDIS FR
3252950042310;S57463;180G DEMI PONT LEVEQUE AOP E.GRAIND;Cde 40 kg grp;00039932;GRAINDORGE
3245390019998;443605;220G PONT LEVEQUE RDF              ;;00088642;LOGIDIS FR
3254550034030;441061;250G PONT LEVEQUE AOC ISIGNY       ;Cde 250€ grp;00097066;ISIGNY LAI
3252950041016;S98848;360G PONT LEVEQUE AOP              ;Cde 40 kg grp;00039932;GRAINDORGE
3175460000611;S57171;125G BOURSAULT VACHE               ;;00000333;SAVENCIA  
3161712890550;T43371;150G EN CAS DE CAPRICE             ;;00000333;SAVENCIA  
3272320012026;S27470;160G CHARCENNAY                    ;cde 40 kg;00097224;MILLERET  
3412290090055;T81613;175G GALET PAYSAN BRETON 50%MG     ;Cde 60 Kg grp;00097749;LAITA     
3275240313112;S07062;180G LINGOT BON MAYENNAIS          ;Cde 50 kg;00097104;VAUBERNIER
3038910012025;T78075;180G SNACK A LA FRANCAISE          ;;00091652;LACTALIS  
3390010003267;S92403;200G BRILLAT 75% COQUE             ;Cde grp 50kg;00097034;BRIE      
3245390137838;645077;200G BRILLAT SAVARIN RDF           ;;00000064;CARPIQUET 
3161710001408;S00982;200G CHAMOIS D OR 60%              ;;00000333;SAVENCIA  
3760072301029;S57465;200G COEUR NEUCHATEL AOC LT CR     ;Cde 40 kg grp;00039932;GRAINDORGE
3760072300022;S98850;200G COEUR NEUCHATEL AOP PASTEURISE;Cde 40 kg grp;00039932;GRAINDORGE
3161914493047;S44579;200G LE COUTANCES 60%              ;;00000333;SAVENCIA  
3161710006809;441085;200G LE MONTAGNARD 56%             ;;00000333;SAVENCIA  
3560070753802;194037;200G NEUFCHATEL AOP RDF            ;;00088642;LOGIDIS FR
3047677800059;S05300;200G PIE D ANGLOYE                 ;;00000333;SAVENCIA  
3161911247476;S67627;200G SAINT ANDRE 75%               ;;00000333;SAVENCIA  
3175210007891;424993;200G SAINT AUBIN                   ;;00000333;SAVENCIA  
3155250007235;S41538;200G TERROIR PRESIDENT 50%         ;;00091647;LACTALIS  
3280640652075;S78502;210G MAROILLES FAUQUET 1/4 AOP     ;;00000333;SAVENCIA  
3272320012354;S27471;230G CHARCENNAY                    ;cde 40 kg;00097224;MILLERET  
3245390025968;445262;250G CHAOURCE RDF                  ;;00088642;LOGIDIS FR
3222110021776;T61294;250G CREMIER DE CHAUMES            ;;00000333;SAVENCIA  
3307950013027;S21656;250G EPOISSES BERTHAUT             ;;00000333;SAVENCIA  
3252950048046;S49307;25GX4 PETIT DELICE DE BRAY         ;Cde 40 kg grp;00039932;GRAINDORGE
3390010003212;579874;500G VIGNELAIT NATURE CRU 75% MG   ;Cde grp 50kg;00097034;BRIE      
3228024120048;S98600;90G MINI SNACK A LA FRANCAISE      ;;00091652;LACTALIS  
3700090400052;S79827;200G LIVAROT LEVASSEUR             ;;00000333;SAVENCIA  
3254550034290;S24750;250G LIVAROT DEMI  ISIGNY          ;Cde 250€ grp;00097066;ISIGNY LAI
3252950033318;S57462;250G PETIT LIVAROT AOP E.GRAINDORGE;Cde 40 kg grp;00039932;GRAINDORGE
3176580101301;S02634;200G MUNSTER LE RUSTIQUE           ;;00000333;SAVENCIA  
3245390058782;432725;200G MUNSTER RDF                   ;;00088642;LOGIDIS FR
3245390032034;048598;250G CANCOILLOTT.NAT.8% MG RDF     ;;00088642;LOGIDIS FR
3222110000184;449579;200G PETIT CHAUMES                 ;;00000333;SAVENCIA  
3222110024449;429115;200G PETIT SAINT ALBRAY 60%        ;;00000333;SAVENCIA  
3228024140268;S42433;200G ROUY                          ;;00091652;LACTALIS  
3038910004471;401968;200G SAINT MORGON 50%              ;;00091652;LACTALIS  
3090291118239;S99787;200G VIEUX PANE                    ;;00000333;SAVENCIA  
3073780807944;722382;320G COUSTERON 50%MG               ;;00088642;LOGIDIS FR
3161712996153;S45759;125G BRIE BLEU ILE DE FRANCE       ;;00000333;SAVENCIA  
3480342000031;176778;150G BRESSE BLEU                   ;;00088642;LOGIDIS FR
3175331131505;S02892;150G BRESSE BLEU 55%               ;;00000333;SAVENCIA  
3550090014878;S42230;240G BLEU DE MONTAGNE LE MARDOGNE  ;Cde grp 100kg;00097026;CHARRADE  
3560070370344;473056;250G BLEU DE BRESSE CRF            ;;00088642;LOGIDIS FR
3175331022506;524383;250G BRESSE BLEU 55%               ;;00000333;SAVENCIA  
3228020450736;S52671;250G COEUR DE BLEU 55%             ;;00091647;LACTALIS  
3175331060300;S29043;30G BRESSE BLEU RHF.               ;;00000333;SAVENCIA  
3175335022007;442663;200G FROMAGE LEGER 34% BRESS.BLEU  ;;00000333;SAVENCIA  
3023260028215;S91430;100G BLUE PDT TRANCHE              ;;00091647;LACTALIS  
3153406705004;445513;125G BLEU AUVERGNE CANTOREL        ;Cde mini 50 kg;00097718;FROMAGERIE
3560070949052;988293;125G BLEU D AUVERGNE AOP RDF       ;;00088642;LOGIDIS FR
3560070394739;018865;125G BLEU FONDANT CARREFOUR        ;;00088642;LOGIDIS FR
3550090011457;S42228;250G PETIT BLEU MONTAGNE EMPEREUR  ;Cde grp 100kg;00097026;CHARRADE  
3155250345573;665412;50CL PREP. PAN/COTTA BRIDELICE     ;;00091649;LACTALIS  
3492845893003;S13408;150G FOURME D AMBERT CANTOREL      ;Cde mini 50 kg;00097718;FROMAGERIE
3245390233714;193531;250G FOURME AMBERT AOP F/E RDF     ;;00088642;LOGIDIS FR
3149290004095;S02377;100G ROQUEFORT 1ER PRIX            ;;00091651;LACTALIS  
3245390017529;070109;100G ROQUEFORT AOP GRAND JURY      ;;00088642;LOGIDIS FR
3560070117185;S01864;100G ROQUEFORT CRF                 ;Cde mini 50 kg;00097718;FROMAGERIE
3492843748008;T89492;100G ROQUEFORT GÉNÉRIQUE           ;Cde mini 50 kg;00097718;FROMAGERIE
3177890001008;S06814;100G ROQUEFORT PAPILLON            ;;00000333;SAVENCIA  
3023260001362;S00943;100G ROQUEFORT SOCIETE             ;;00091651;LACTALIS  
3023260028710;252684;100G ROQUEFORT SOCIETE TR BIO      ;;00088642;LOGIDIS FR
3023260028697;252626;100G ROQUEFORT SOCIETE TRANCHE     ;;00088642;LOGIDIS FR
3023260025887;T24601;100G+25% ROQUEFORT TRANCHE GRT     ;;00091651;LACTALIS  
3560070875436;059918;150G TRANCHE ROQUEFORT RDF AOP     ;;00088642;LOGIDIS FR
3270190209904;879187;100G ROQUEFORT AOP BIO CRF         ;;00088642;LOGIDIS FR
3560070046775;725902;150G ROQUEFORT CRF                 ;Cde mini 50 kg;00097718;FROMAGERIE
3023260028680;S96286;150G ROQUEFORT DEGUSTATION         ;;00091651;LACTALIS  
3560070349890;T18833;150G ROQUEFORT PPB                 ;Cde mini 50 kg;00097718;FROMAGERIE
3023260020349;210143;150G ROQUEFORT SOCIETE BARAGNAUDE  ;;00091651;LACTALIS  
3023260028703;T16337;200G ROQUEFORT SOCIETE EVENTAIL 52%;;00091651;LACTALIS  
3270190207740;528767;4X25G ROQUEFORT CRF                ;;00091651;LACTALIS  
3023260001263;442252;4X25G ROQUEFORT SOCIETE            ;;00091651;LACTALIS  
3161710004706;S67862;125G CAMEMBERT GERARD BLEU DOUX FER;;00000333;SAVENCIA  
3341500006008;S00992;125G SAINT AGUR 60%                ;;00000333;SAVENCIA  
3222110025125;300424;130G PORTIONS SAINT AGUR           ;;00088642;LOGIDIS FR
3228024140213;S64067;100G PETIT CHEVRE NATURE PDT       ;;00091647;LACTALIS  
3614070059294;S60714;110G CHEVRE FRAIS ILE DE FRANCE    ;;00000333;SAVENCIA  
3199240000646;S58242;125G CABRIDOUX                     ;Cde 60 Kg grp;00097749;LAITA     
3184670015360;S03727;150G CABRETTE                      ;Cde 35 Kg grp;00085138;RIANS     
3245390046222;123815;150G CHEVRE FRAIS GRAND JURY       ;;00088642;LOGIDIS FR
3270190023104;S36553;150G CHEVRETTE FRAIS PYRAMIDE CRF  ;Cde 35 Kg grp;00085138;RIANS     
3272770003148;S54857;150G PYRAMIDE CHAVROUX NATURE      ;;00000333;SAVENCIA  
3245390182012;928437;200G BUCHE CHEVRE ST MAURE GJ      ;;00088642;LOGIDIS FR
3222110025194;S02006;290G AU BOUCHON                    ;;00000333;SAVENCIA  
3272770003162;S29042;6X20G CHAVROUX PORTION             ;;00000333;SAVENCIA  
3270190023111;241357;6X20G MINI CHEVRETTE CRF           ;Cde 35 Kg grp;00085138;RIANS     
3228024140299;S64069;100G PETIT CHEVRE BASILIC PDT      ;;00091647;LACTALIS  
3228024140220;S64068;100G PETIT CHEVRE MIEL PDT         ;;00091647;LACTALIS  
3184670027240;T09313;125G RIANS CRANBERRY FOU           ;Cde 35 Kg grp;00085138;RIANS     
3184670027981;S00195;125G ROULE PREPACK ANANAS          ;Cde 35 Kg grp;00085138;RIANS     
3184670027974;S00194;125G ROULE PREPACK CHILI           ;Cde 35 Kg grp;00085138;RIANS     
3184670027967;S00193;125G ROULE PREPACK CRANBERRY       ;Cde 35 Kg grp;00085138;RIANS     
3184670027165;T42096;150G LE ROULE ETUI AIL ET FINES HER;Cde 35 Kg grp;00085138;RIANS     
3184670027875;S00192;150G ROULE PREPACK  AIL ET FH      ;Cde 35 Kg grp;00085138;RIANS     
3523230035910;S94498;200G CABRI AUX EPICES COROLLES     ;Cde 90 Kg grop;00099730;DESAILLY  
3523230035897;S94497;200G CABRI PIMENT ESPELETTE        ;Cde 90 Kg grop;00099730;DESAILLY  
3173980034123;S42194;120G CROTTIN DE TOURAINE BLISTERX2 ;Cde grp 50kg;00097271;VERNEUIL  
3245390135094;638854;2X60G CHAVIGNOL AOP RDF            ;Cde 35 Kg grp;00085138;RIANS     
3184670010532;446280;2X60G CROTTIN CHEVRE 45% RIANS     ;Cde 35 Kg grp;00085138;RIANS     
3560070919574;S41412;2X60G CROTTIN CHEVRE CRF           ;;00091647;LACTALIS  
3228020280135;S02752;2X60G CROTTIN CHEVRETINE PRESIDENT ;;00091647;LACTALIS  
3173980039708;S42211;60G CROTTIN DE TOURAINE NU S/V     ;Cde grp 50kg;00097271;VERNEUIL  
3245390031341;835218;3X35G ROCAMADOUR RDF               ;;00088642;LOGIDIS FR
3228020231670;S02751;120G PALET CHEVRETINE 100% LAIT CHE;;00091647;LACTALIS  
3305510066988;S96900;100G BUCHETTE CHEVRE RIANS         ;Cde 35 Kg grp;00085138;RIANS     
3523230025553;S55739;110G CHEVRE BUCHE NATURE MERCI CHEF;Cde 50kg grop;00000325;EURIAL POI
3523230038683;S55776;120G BUCHETTE CHEVRE SOIGNON       ;Cde 50kg grop;00000325;EURIAL POI
3523230038751;S46437;125G BUCHETTE NATURE SOIGNON CQ    ;Cde 50 Kg grop;00000325;EURIAL POI
3245390025951;445364;150G CHABICHOU AOP RDF             ;;00088642;LOGIDIS FR
3523230019934;561401;180G BUCHE BIOLOGIQUE SOIGNON      ;;00088642;LOGIDIS FR
3228021170053;S45828;180G BUCHE FONDANTE PRESIDENT      ;;00091647;LACTALIS  
3560070530564;283619;180G BUCHE LAIT MELANGE CRF        ;;00088642;LOGIDIS FR
3228020370058;442027;180G CHEVRE BUCHE CHEVRIE          ;;00091647;LACTALIS  
3274060053604;T80305;180G CHEVRE BUCHE MELUSINE         ;Cde 50 Kg grop;00000325;EURIAL POI
3173980030187;S42195;1KG CHEVRE BUCHE                   ;Cde grp 50kg;00097271;VERNEUIL  
3523230038744;S60242;450G CHEVRE BUCHE AFFINEE S/COQUE  ;Cde 50 Kg grop;00000325;EURIAL POI
3523230038478;S98459;850G BUCHE LAIT DE MELANGE GUSTINE ;;00000325;EURIAL POI
3523237782008;778636;BUCHE 200G STE MAURE SELECTION     ;Cde 50 Kg grop;00000325;EURIAL POI
3523230031950;S55775;180G CHEVRE LONG ALLEGE MERCI CHEF ;Cde 50kg grop;00000325;EURIAL POI
3523230038959;S46438;125G BUCHETTE CENDREE              ;Cde 50 Kg grop;00000325;EURIAL POI
3228022955130;S40248;200G CHEVRE BUCHE STE MAURE CENDRE ;;00091647;LACTALIS  
3523230025614;S55741;110G CHEVRE BUCHE AFH MERCI CHEF   ;Cde 50kg grop;00000325;EURIAL POI
3523230038874;S46439;125G BUCHETTE AIL ET FINE HERBE    ;Cde 50 Kg grop;00000325;EURIAL POI
3523230038997;S55773;180G CHEVRE LONG SOIGNON           ;Cde 50kg grop;00000325;EURIAL POI
3245414509603;739432;200G BUCHE CHEVRE STE MAUR.CRF     ;;00088642;LOGIDIS FR
3199240000547;S58244;200G CHEVRE BUCHE STE MAURE        ;Cde 60 Kg grp;00097749;LAITA     
3523230028431;427231;200G STE MAURE SOIGNON             ;;00088642;LOGIDIS FR
3173980030019;S42187;250G ST MAURE DE TOURAINE AOP      ;Cde grp 50kg;00097271;VERNEUIL  
3173980030415;S42188;250G ST MAURE DE TOURAINE AOP BLIST;Cde grp 50kg;00097271;VERNEUIL  
3560070531134;703145;300G BUCHE CHEVRE CRF              ;;00088642;LOGIDIS FR
3270190025696;526301;180G CHEVRE BOITE CRF              ;;00088642;LOGIDIS FR
3523237508004;446810;180G CHEVRE BOITE LT CRU SOIGNON   ;Cde 50 Kg grop;00000325;EURIAL POI
3394230110613;442166;180G CHEVRE BOITE SOIGNON 45%      ;Cde 50 Kg grop;00000325;EURIAL POI
3614070059355;S78360;150G CHAVROUX BUCHE                ;;00000333;SAVENCIA  
3228024030262;833232;150G LA BRIQUE CHEVRE PRESIDENT    ;;00091647;LACTALIS  
3523230037679;S36883;150G SAINT FELICIEN CUPELLE        ;Cde 50kg grp;00000325;EURIAL POI
3273220012031;446507;150G SELLES SUR CHER TRIBALLAT     ;Cde 100 Kg grp;00009292;TRIBALLAT 
3523230038720;S55777;180G DUO 50%CHEVRE 50%VACHE SOIGNON;Cde 50kg grop;00000325;EURIAL POI
3394230023104;446600;180G MI-CHEVRE BOITE PLATANE SOIGNO;Cde 50 Kg grop;00000325;EURIAL POI
3760142143689;048309;200G FROMAGE CHEVRE FRAIS NN       ;;00088642;LOGIDIS FR
3245390144683;401015;220G VALENCAY AOP RDF              ;;00088642;LOGIDIS FR
3330891006667;S94499;250G CHAOURCE AOP CELLO            ;Cde 90 Kg grop;00099730;DESAILLY  
3173980030033;S42191;250G LE VERNEUIL PAILLE CENDRE FRAI;Cde grp 50kg;00097271;VERNEUIL  
3173980030446;S42190;250G VALENCAY AOP                  ;Cde grp 50kg;00097271;VERNEUIL  
3173980030569;S42189;250G VALENCAY AOP BLISTER LS       ;Cde grp 50kg;00097271;VERNEUIL  
3560070591565;021789;3X35G CABECOU CRF                  ;;00088642;LOGIDIS FR
3560070413157;018855;70G BROCH.CHEVR.TOMA.CRF           ;;00088642;LOGIDIS FR
3592620000128;539407;250G CORSICA                       ;;00091651;LACTALIS  
3273220541401;556600;100G BREBIS FRAIS VRAI 50%         ;Cde 100 Kg grp;00009292;TRIBALLAT 
0000030000483;440474;100G FROMAGE DU LARZAC             ;;00091651;LACTALIS  
3222110003925;445578;180G BREBIOU                       ;;00000333;SAVENCIA  
3222110009958;S42386;180G ETORKI                        ;;00000333;SAVENCIA  
3614170030117;919079;200G CHARENTAIS MOTTIN             ;;00088642;LOGIDIS FR
3379760853278;S66953;200G OSSAU IRATY PUR BREBIS AOP    ;;00096769;ONITIK    
3023260027607;622564;200G TOMME DE BREBIS LOU PERAC     ;;00088642;LOGIDIS FR
3550090027120;S42231;240G LE BERGER DE LOZERE           ;Cde grp 100kg;00097026;CHARRADE  
3560070109920;713500;150G FROMAGE TARTINER AFH CRF      ;;00088642;LOGIDIS FR
3272770005708;442604;160G COQUES X8 PTIT LOUIS          ;;00000333;SAVENCIA  
3272770091688;T69354;16G P'TITE PAUSE ST MORET          ;;00000333;SAVENCIA  
3236240098300;S22515;6X17G PETIT MOULE NATURE           ;Cde 60 Kg grp;00097749;LAITA     
3175360003309;552176;6X20G KIDIBOO NATURE               ;;00000333;SAVENCIA  
3272770004725;443209;9X20G SAINT MORET NATURE           ;;00000333;SAVENCIA  
3272770097529;S45248;96G X6 PORTIONS AFH TARTARE        ;;00000333;SAVENCIA  
3523230026864;S87325;140G CHEVRE A TARTINER MIEL MERCI C;Cde 50 Kg grop;00000325;EURIAL POI
3245390043047;711714;150G  FROM TARTINER AFH G.JURY     ;;00088642;LOGIDIS FR
3175460000864;440881;150G BOURSIN NATURE                ;;00005057;BEL FROMAG
3560070264094;711772;150G FROMAG A TARTINER GD JURY     ;;00088642;LOGIDIS FR
3245411216818;412304;150G FROMAG.TARTINABLE NAT.CRF     ;;00088642;LOGIDIS FR
3236240070306;S60591;150G MADAME LOIK NATURE            ;Cde 60 Kg grp;00097749;LAITA     
7622300441937;659917;150G PHILADELPHIA FROM. NATURE     ;;00088642;LOGIDIS FR
3272770004817;S66742;150G ST MORET NATURE               ;;00000333;SAVENCIA  
3236240098201;S29024;16,67G PETIT MOULE NATURE SP FROMAG;Cde 60 Kg grp;00097749;LAITA     
4045357076793;S75656;180G MILKANA CREAM CHEESE SPRAD REG;Cde 300 kg;00099203;ELVIR     
4045357076823;S75658;180G MILKANA CREAM CHEESE SPREAD HE;Cde 300 kg;00099203;ELVIR     
4045357076786;S75657;180G MILKANA CREAM CHEESE SPREAD LI;Cde 300 kg;00099203;ELVIR     
3451790984990;S17193;180G MILKANA EMMENTAL RAPE         ;Cde 300 kg;00099203;ELVIR     
3480340000057;525645;200G OVALE CAPRICE DES ANGES       ;;00000333;SAVENCIA  
3272770096843;430299;225G SAINT MORET                   ;;00088642;LOGIDIS FR
3272770093583;316568;150G ST MORET L&P BARQUETTE        ;;00000333;SAVENCIA  
3560070906833;S25543;100G FROMAGES AFH 9 PORT.X20 CRF   ;Cde 100 Kg grp;00097749;LAITA     
3244570054705;442296;125G RONDELE AFH BRIDEL            ;;00091649;LACTALIS  
3155250333389;831191;125G RONDELE AFH LE CORSE          ;;00091649;LACTALIS  
3523230026888;S81247;140G CHEVRE A TARTINER AFH         ;Cde 50 Kg grop;00000325;EURIAL POI
3073781074987;201366;150G BOURSIN AFH NR                ;;00005057;BEL FROMAG
3523230032278;S55772;150G CHEVRE A TARTINER MERCI CHEF  ;Cde 50kg grop;00000325;EURIAL POI
3412290071801;S72296;150G MME LOIK AIL ET FH PB         ;Cde 60 Kg grp;00097749;LAITA     
3236240070504;S05507;150G PETIT MOULE AFH               ;Cde 60 Kg grp;00097749;LAITA     
3272770092678;S63411;150G TARTARE AFH 70%               ;;00000333;SAVENCIA  
3155250004326;423789;200G RONDELE AIL & FINES HERBE     ;;00091649;LACTALIS  
3272770094412;440594;250G TARTARE AFH                   ;;00088642;LOGIDIS FR
3272770003810;S00969;80G TARTARE AFH 70%                ;;00000333;SAVENCIA  
3272770097529;999965;96G X6 PORTIONS AFH TARTARE        ;;00088642;LOGIDIS FR
3272770093781;T49108;150G LIGNE & PLAISIR TARTARE       ;;00000333;SAVENCIA  
3228024140039;S40778;100G RONDELE CHEVRE                ;;00091649;LACTALIS  
3155250355084;440856;125G RONDELE NOIX                  ;;00091649;LACTALIS  
3155250345177;879221;125G RONDELE RAISIN FIGUE NOIX     ;;00091649;LACTALIS  
3272770093750;317184;133G TARTARE COFFRET 4 SAVEURS     ;;00000333;SAVENCIA  
3175460030083;796828;150G BOURSIN ECHALOTE/CIBOULET     ;;00005057;BEL FROMAG
3175460000062;S00859;150G BOURSIN POIVRE                ;;00005057;BEL FROMAG
3272770095105;S12024;150G CHAVROUX FIGUE                ;;00000333;SAVENCIA  
3560070266685;T78071;150G FROMAGE TARTINER NOIX BQ CRF  ;Cde 100 Kg grp;00097749;LAITA     
3236240071952;T38294;150G MADAME LOIK CHEVRE            ;Cde 60 Kg grp;00097749;LAITA     
3236240070405;530822;150G MADAME LOIK ECHALOT/CIBOUL.   ;Cde 60 Kg grp;00097749;LAITA     
3236240071914;967457;150G MADAME LOIK NOIX              ;Cde 60 Kg grp;00097749;LAITA     
3236240071921;109929;150G MADAME LOIK SAUMON CIBOULETTE ;Cde 60 Kg grp;00097749;LAITA     
3412290071818;698105;150G PF LOIK POIVRE PAYSAN BRE     ;;00097749;LAITA     
3228022140031;S34344;200G RONDELE FLEUR DE SEL          ;;00091649;LACTALIS  
3073781034783;472346;120G BOURSIN SALADE BAS CIB        ;;00005057;BEL FROMAG
3560070355570;450661;120G DES SALADE APERO AFH CRF      ;Cde 35 Kg grp;00085138;RIANS     
3560070355600;449650;120G DES SALADE APERO BASILIC CRF  ;Cde 35 Kg grp;00085138;RIANS     
3216080072678;S76571;150G CUBE DUO EDAM/MIMOLETTE       ;Cde 60 Kg grp;00097749;LAITA     
3523230025072;S60702;150G RAPE DE FROMAGE DE CHEVRE SOIG;Cde 50 Kg grop;00000325;EURIAL POI
3073781020977;453596;125G TARTINE AIL&HRB BOURSIN       ;;00088642;LOGIDIS FR
3023260027652;S65732;230G SAUCE ROQUEFORT X8            ;;00091651;LACTALIS  
3073781056174;543396;25CL BOURSIN CUISINE 3 POIVRES     ;;00005057;BEL FROMAG
3073781056181;756697;25CL BOURSIN CUISINE ECH/CIBOU     ;;00005057;BEL FROMAG
8722700208808;149513;25CL BOURSIN CUISINE ROQUEFORT     ;;00088642;LOGIDIS FR
3482015035470;S01338;180G BREBIS SALAKIS LEGER          ;;00091651;LACTALIS  
3560070530595;972002;180G FETA BIO CRF                  ;;00088642;LOGIDIS FR
3023260020233;775635;200G BREBIS SALAKIS LEGER          ;;00088642;LOGIDIS FR
3560070149278;274566;200G FETA GRECQUE CRF              ;;00088642;LOGIDIS FR
5201704054176;S92893;200G FETA KOLIOS                   ;Cde 100 kg;00097030;CHIRAG    
3482015036293;S01337;200G FETA SALAKIS SOCIETE          ;;00091651;LACTALIS  
3560070108558;809561;200G FROMAGE BREBIS CRF MONDE TRANC;;00091651;LACTALIS  
3560070142552;266693;200G FROMAGE BREBIS TRANCHE GJ     ;;00088642;LOGIDIS FR
5290321200004;S91418;250G HALLOUMI DU CHYPRE PITTAS     ;Cde 100 kg;00097030;CHIRAG    
5203379007129;S58806;250G HOMMOS PITENIS                ;Cde 100 kg;00097030;CHIRAG    
3023260005872;441504;300G BOCAL SALAKIS HERBES          ;;00091651;LACTALIS  
3023260027591;S97310;300G BREBIS SALAKIS DES POIVRE/BAIE;;00091651;LACTALIS  
3560070719921;853860;300G DES FROM. HERBES PROV CRF     ;;00088642;LOGIDIS FR
3023260005872;038086;300G FETA SALAKIS HERBES           ;;00091651;LACTALIS  
3560070187331;629963;300G FROMAGE DANS HUILE CRF        ;;00088642;LOGIDIS FR
3073780817011;556114;300G SYRTOS BOCAL HERBES           ;;00005057;BEL FROMAG
8026160006159;S67980;125G MOZZARELLA                    ;Cde 40 kg mini;00096759;ALIMENTALI
8026160003912;S67979;125G MOZZARELLA BUFLONNE           ;Cde 40 kg mini;00096759;ALIMENTALI
8000430133035;443135;125G MOZZARELLA GALBANI            ;;00091716;LACTALIS  
8000430900194;T92270;125G MOZZARELLA GALBANI S/V        ;;00091716;LACTALIS  
8001868010820;S12933;150G MOZZARELLA BUFALA CASTELLI    ;Cde 90 Kg grop;00099730;DESAILLY  
8000430137866;120866;150G MOZZARELLA RAPEE              ;;00088642;LOGIDIS FR
5420024103009;S21967;250G MASCARPONE                    ;Cde 30kg mini;00090239;PER'INTER 
8002403402629;S12059;250G MASCARPONE BIO                ;Cde 20 col grop;00097017;AMBROSI   
3560070209071;S97311;250G MASCARPONE CRF                ;;00091716;LACTALIS  
8000430172010;447056;250G MASCARPONE GALBANI            ;;00091716;LACTALIS  
8026160002717;S67977;250G MASCARPONE POT                ;Cde 40 kg mini;00096759;ALIMENTALI
8000430171013;447085;500G MASCARPONE GALBANI            ;;00091716;LACTALIS  
8026160006951;S67976;250G RICOTTA                       ;Cde 40 kg mini;00096759;ALIMENTALI
8000430194012;447055;250G RICOTTA GALBANI               ;;00091716;LACTALIS  
3560070338832;875258;150G GORGONZOLA CARREFOUR          ;;00088642;LOGIDIS FR
8021398443882;S08750;150G GORGONZOLA CREMIER PORT AOP BQ;Cde 30kg mini;00090239;PER'INTER 
8002503403298;S12058;170G GORGON ZOLA BIO DOP           ;Cde 20 col grop;00097017;AMBROSI   
3451790196447;S88204;50CL CREME ENTIERE LIQUIDE 35%     ;;00099203;ELVIR     
3155250007624;565271;BOMBE 500G CREME FOUET.VANIL.      ;;00091647;LACTALIS  
