"66029","66029","1","IMPORT","","0.0","","2","SOF","PATRIARCHE PERE ET FILS"
"66030","66030","1","IMPORT","","0.0","","2","SOF","PAULET PAUL"
"66206","66206","1","IMPORT","","0.0","","2","SOF","PANIER TANGY"
"66374","66374","1","IMPORT","","0.0","","2","SOF","PATIN"
"67455","67455","1","IMPORT","","0.0","","2","SOF","PECHE ET FROID"
"67456","67456","1","IMPORT","","0.0","","2","SOF","PERNOD S.A"
"67475","67475","1","IMPORT","","0.0","","2","SOF","PERRIER"
"68020","68020","1","IMPORT","","0.0","","2","SOF","MR COOKES KITCHEN"
"68335","68335","1","IMPORT","","0.0","","2","SOF","SIPA INTERNATIONAL SRL"
"69516","69516","1","IMPORT","","0.0","","2","SOF","PINTAUD SARL"
"70705","70705","1","IMPORT","","0.0","","2","SOF","PEPSICO FRANCE DIVIS SALES"
"71713","71713","1","IMPORT","","0.0","","2","SOF","MAISON JOHANES BOUBEE SAS"
"71744","71744","1","IMPORT","","0.0","","2","SOF","LOGIDIS CARPIQUET"
"71745","71745","1","IMPORT","","0.0","","2","SOF","LOGIDIS THUIT HEBERT"
"71752","71752","1","IMPORT","","0.0","","2","SOF","LOGIDIS CAVAILLON"
"72105","72105","1","IMPORT","","0.0","","2","SOF","LOGIDIS C/O SOGEDIAL"
"72139","72139","1","IMPORT","","0.0","","2","SOF","BISQUIVA"
"72196","72196","1","IMPORT","","0.0","","2","SOF","NOVA SOURCES"
"72200","72200","1","IMPORT","","0.0","","2","SOF","INCASA"
"72530","72530","1","IMPORT","","0.0","","2","SOF","FRISKIES FRANCE"
"74335","74335","1","IMPORT","","0.0","","2","SOF","QUADRIPACK"
"74728","74728","1","IMPORT","","0.0","","2","SOF","PASCUAL JUS DE FRUITS SAS"
"75243","75243","1","IMPORT","","0.0","","2","SOF","MANUEL MATEO CANDEL"
"75245","75245","1","IMPORT","","0.0","","2","SOF","EUROCHAMP"
"75385","75385","1","IMPORT","","0.0","","2","SOF","LOBIAL SAS"
"75392","75392","1","IMPORT","","0.0","","2","SOF","CONSERVAS DANTZA"
"75501","75501","1","IMPORT","","0.0","","2","SOF","CANISSIMO"
"75649","75649","1","IMPORT","","0.0","","2","SOF","ROUGER BISCUITERIE"
"75676","75676","1","IMPORT","","0.0","","2","SOF","ROXANE NORD SOURCE ST LEGER"
"75683","75683","1","IMPORT","","0.0","","2","SOF","ROVAL"
"75732","75732","1","IMPORT","","0.0","","2","SOF","CONSERVES DE FRANCE"
"75839","75839","1","IMPORT","","0.0","","2","SOF","PROVIMI PET FOOD FRANCE"
"75910","75910","1","IMPORT","","0.0","","2","SOF","ROUGIER BISCUITERIE"
"76334","76334","1","IMPORT","","0.0","","2","SOF","IRECO TRADING"
"76508","76508","1","IMPORT","","0.0","","2","SOF","BRASSERIE LICORNE"
"76654","76654","1","IMPORT","","0.0","","2","SOF","DI VITA S.P.A"
"76747","76747","1","IMPORT","","0.0","","2","SOF","ITASILVA9"
"76869","76869","1","IMPORT","","0.0","","2","SOF","MERBA"
"77018","77018","1","IMPORT","","0.0","","2","SOF","RIO MINTS & SWEETENE"
"77144","77144","1","IMPORT","","0.0","","2","SOF","BISCHOFSZELL PRODUIT"
"77309","77309","1","IMPORT","","0.0","","2","SOF","LUTECE"
"77364","77364","1","IMPORT","","0.0","","2","SOF","ENGEL GMBH"
"77947","77947","1","IMPORT","","0.0","","2","SOF","JODEL PRODUTOS"
"78166","78166","1","IMPORT","","0.0","","2","SOF","SAUPIQUET"
"78311","78311","1","IMPORT","","0.0","","2","SOF","SARBEC LABORATOIRES SA"
"78329","78329","1","IMPORT","","0.0","","2","SOF","SA SAMAND EDOUARD PG"
"78801","78801","1","IMPORT","","0.0","","2","SOF","MULDER NATURAL FOOD"
"79130","79130","1","IMPORT","","0.0","","2","SOF","LILLE HEALTHCARE"
"79156","79156","1","IMPORT","","0.0","","2","SOF","OPTIMAL CARE"
"79243","79243","1","IMPORT","","0.0","","2","SOF","BINDEWALD"
"79309","79309","1","IMPORT","","0.0","","2","SOF","WEPA-TROYES/LILLE"
"79419","79419","1","IMPORT","","0.0","","2","SOF","LIVEN"
"79497","79497","1","IMPORT","","0.0","","2","SOF","VILLENEUVE PETFOOD"
"79908","79908","1","IMPORT","","0.0","","2","SOF","TE-PE SA"
"80122","80122","1","IMPORT","","0.0","","2","SOF","MOLINO ANDRIANI"
"80195","80195","1","IMPORT","","0.0","","2","SOF","SEVENDAY SA"
"80251","80251","1","IMPORT","","0.0","","2","SOF","SEREBIS SA"
"80522","80522","1","IMPORT","","0.0","","2","SOF","PIASTEN GMBH & CO"
"80576","80576","1","IMPORT","","0.0","","2","SOF","VIOKOX"
"80952","80952","1","IMPORT","","0.0","","2","SOF","CREST INTERNATIONAL"
"80967","80967","1","IMPORT","","0.0","","2","SOF","SILL STE INDUS LAITIER DU LEON"
"80974","80974","1","IMPORT","","0.0","","2","SOF","CURATEX GMBH"
"81041","81041","1","IMPORT","","0.0","","2","SOF","NESTLE FRANCE"
"81166","81166","1","IMPORT","","0.0","","2","SOF","SLAUR CHAUVET"
"81222","81222","1","IMPORT","","0.0","","2","SOF","KIMBERLY CLARK"
"81372","81372","1","IMPORT","","0.0","","2","SOF","ADS FRANCE"
"81412","81412","1","IMPORT","","0.0","","2","SOF","SOREAU"
"81621","81621","1","IMPORT","","0.0","","2","SOF","SOLINEST PRODUITS CLASSIQUES"
"81786","81786","1","IMPORT","","0.0","","2","SOF","STEPHANE C"
"82429","82429","1","IMPORT","","0.0","","2","SOF","BISCUITERIE WILLEMS"
"82775","82775","1","IMPORT","","0.0","","2","SOF","ACETIFICI ITALIANI"
"82832","82832","1","IMPORT","","0.0","","2","SOF","TEISSEIRE"
"83066","83066","1","IMPORT","","0.0","","2","SOF","SARA LEE FRANCE"
"83337","83337","1","IMPORT","","0.0","","2","SOF","SCA HYGIENE PRODUCTS SA"
"83403","83403","1","IMPORT","","0.0","","2","SOF","ALPEM SA"
"84049","84049","1","IMPORT","","0.0","","2","SOF","TIPIAK"
"84530","84530","1","IMPORT","","0.0","","2","SOF","TOURY SA"
"84897","84897","1","IMPORT","","0.0","","2","SOF","BORGES TRAMIER"
"85499","85499","1","IMPORT","","0.0","","2","SOF","TULIP INTERNATIONAL"
"85739","85739","1","IMPORT","","0.0","","2","SOF","UNION BISCUITS"
"85841","85841","1","IMPORT","","0.0","","2","SOF","UNION VIGNERONS COTES DU RHONE"
"85986","85986","1","IMPORT","","0.0","","2","SOF","VAN MELLE/CODICO"
"86136","86136","1","IMPORT","","0.0","","2","SOF","VAMO EXEL"
"86846","86846","1","IMPORT","","0.0","","2","SOF","VERQUIN"
"88642","88642","1","IMPORT","","0.0","","2","SOF","LOGIDIS FRAIS"
"88835","88835","1","IMPORT","","0.0","","2","SOF","GEROPA BISCUITS"
"89009","89009","1","IMPORT","","0.0","","2","SOF","AFP CENPA"
"89063","89063","1","IMPORT","","0.0","","2","SOF","LOGIDIS CHATEAU THIERRY"
"89819","89819","1","IMPORT","","0.0","","2","SOF","YANNICK BISCUITERIE"
"90063","90063","1","IMPORT","","0.0","","2","SOF","SPANGHERO"
"90112","90112","1","IMPORT","","0.0","","2","SOF","SPHERE FRANCE SAS SP METAL"
"90145","90145","1","ASP","","0.0","","2","SOF","SOFRIMA DISTRIBUTION"
"90227","90227","1","IMPORT","","0.0","","2","SOF","BRASSERIE DE MONDEVILLE"
"90375","90375","1","IMPORT","","0.0","","2","SOF","BALLANDE ASIA"
"90524","90524","1","IMPORT","","0.0","","2","SOF","LA TABLE EUROPEENNE"
"90619","90619","1","IMPORT","","0.0","","2","SOF","BISCUITERIE VINCHON JEANNETTE"
"91626","91626","1","IMPORT","","0.0","","2","SOF","CEPA"
"92344","92344","1","IMPORT","","0.0","","2","SOF","SOPRONEM"
"93380","93380","1","IMPORT","","0.0","","2","SOF","ORALYS DENTAL"
"93420","93420","1","IMPORT","","0.0","","2","SOF","MAGNOLIA SP ZOO"
"94018","94018","1","IMPORT","","0.0","","2","SOF","SWEET PRODUCTS CHOCOLATE NV"
"94801","94801","1","IMPORT","","0.0","","2","SOF","SOVENA ESPANE"
"94862","94862","1","IMPORT","","0.0","","2","SOF","ABAFOODS"
"94878","94878","1","IMPORT","","0.0","","2","SOF","MONA NATURPRODUKTE"
"95244","95244","1","IMPORT","","0.0","","2","SOF","CONSERVERIES PROVENCALES"
"95339","95339","1","IMPORT","","0.0","","2","SOF","DEUERER INTERNATIONAL"
"95684","95684","1","IMPORT","","0.0","","2","SOF","CHOCOLATERIE BOURGOGNE"
"95779","95779","1","IMPORT","","0.0","","2","SOF","MONDELEZ FRANCE SAS"
"96139","96139","1","IMPORT","","0.0","","2","SOF","SCANA NOLIKO NV"
"96242","96242","1","IMPORT","","0.0","","2","SOF","ERIDAN ""ASIE AUTHENTIQUE"""
"96853","96853","1","IMPORT","","0.0","","2","SOF","MC CAIN FOODS EUROPE"
"97100","97100","1","ASP","","0.0","","2","SOF","WEST INDIES PACK"
"97101","97101","1","IMPORT","","0.0","","2","SOF","LOGIGUA SARL"
"97102","97102","1","ASP","","0.0","","2","SOF","RIZ CRAF"
"97141","97141","1","IMPORT","","0.0","","2","SOF","JMVB"
"97200","97200","1","ASP","","0.0","","2","SOF","SACHERIE CLERY"
"97201","97201","1","ASP","","0.0","","2","SOF","DISTRAL"
"97202","97202","1","IMPORT","","0.0","","2","SOF","SOFRIDIS"
"97210","97210","1","ASP","","0.0","","2","SOF","LE MOULIN"
"97221","97221","1","ASP","","0.0","","2","SOF","FRÉDÉRIQUE D'ORASIO / CORINNE"
"97232","97232","1","ASP","","0.0","","2","SOF","TANIAZINO"
"97240","97240","1","ASP","","0.0","","2","SOF","KYLIANE IMPORTS"
"97250","97250","1","IMPORT","","0.0","","2","SOF","RACINES SA"
"97287","97287","1","IMPORT","","0.0","","2","SOF","GMPA FRANCE"
"97291","97291","1","IMPORT","","0.0","","2","SOF","AUBRET S.A"
"97299","97299","1","ASP","","0.0","","2","SOF","AXION MEDIA"
"97316","97316","1","IMPORT","","0.0","","2","SOF","INITIA FOOD"
"97400","97400","1","IMPORT","","0.0","","2","SOF","DOPLA"
"97436","97436","1","IMPORT","","0.0","","2","SOF","GALLO SA"
"97654","97654","1","IMPORT","","0.0","","2","SOF","MAISON JEAN-BAPTISTE BEJOT"
"97749","97749","1","IMPORT","","0.0","","2","SOF","LAITA INTERNATIONAL"
"97859","97859","1","IMPORT","","0.0","","2","SOF","NATRA CHOCOLATE INT."
"97900","97900","1","IMPORT","","0.0","","2","SOF","GEORGES DARAS"
"97902","97902","1","IMPORT","","0.0","","2","SOF","ASTRA SWEETS"
"97999","97999","1","ASP","","0.0","","2","SOF","CORAM IMPORTS"
"98000","98000","1","IMPORT","","0.0","","2","SOF","BELMA"
"98142","98142","1","IMPORT","","0.0","","2","SOF","VALDIGRANO DI FLAVIO"
"98156","98156","1","IMPORT","","0.0","","2","SOF","TOUPNOT SA"
"98247","98247","1","IMPORT","","0.0","","2","SOF","SEURODIS SLU"
"98410","98410","1","IMPORT","","0.0","","2","SOF","AOSTE EXPORT SNC"
"98478","98478","1","IMPORT","","0.0","","2","SOF","NEWLAT"
"98490","98490","1","IMPORT","","0.0","","2","SOF","CONFISERIE VAN DAMME"
"98500","98500","1","IMPORT","","0.0","","2","SOF","MANARTHON-INTERFOOD"
"98518","98518","1","IMPORT","","0.0","","2","SOF","COMPTOIR DU BISCUIT"
"98555","98555","1","IMPORT","","0.0","","2","SOF","ROUGER PRODUCTION"
"98572","98572","1","IMPORT","","0.0","","2","SOF","CAFE LIEGEOIS SA"
"98981","98981","1","IMPORT","","0.0","","2","SOF","FRUMESA SL"
"99001","99001","1","IMPORT","","0.0","","2","SOF","BULTEAU SYSTEMS"
"99161","99161","1","IMPORT","","0.0","","2","SOF","JUS DE FRUITS ALSACE"
"99181","99181","1","IMPORT","","0.0","","2","SOF","CHAMPAGNE SAINT REOL"
"99351","99351","1","IMPORT","","0.0","","2","SOF","SAS NV"
"99490","99490","1","IMPORT","","0.0","","2","SOF","ELSE MDD I.D.M"
"99498","99498","1","IMPORT","","0.0","","2","SOF","TSA INTERNATIONAL"
"99589","99589","1","IMPORT","","0.0","","2","SOF","RAIVICO/BERTRAND DE TAVERNAY"
"99635","99635","1","IMPORT","","0.0","","2","SOF","TEXOM"
"99912","99912","1","IMPORT","","0.0","","2","SOF","LOGIDIS EPAUX"
"99916","99916","1","IMPORT","","0.0","","2","SOF","CHAMPAGNE ADAM GARNOTEL"
"99917","99917","1","IMPORT","","0.0","","2","SOF","CHAMPAGNE COPERLY"
"99931","99931","1","IMPORT","","0.0","","2","SOF","LA RIVIERE (GENIEVRE HENKES)"
"99946","99946","1","IMPORT","","0.0","","2","SOF","WRIGLEY"
"*****","*****","1","ASP","","0.0","","2","MVI","NON DETERMINE................."
"00001","00001","1","IMPORT","","0.0","","2","MVI","AOSTE EXPORT SNC"
"00002","00002","1","IMPORT","","0.0","","2","MVI","SOCOPA VIANDES-COUTANCES"
"00003","00003","1","IMPORT","","0.0","","2","MVI","ALVIDIS S.A"
"00004","00004","1","IMPORT","","0.0","","2","MVI","MAUBERT SARL"
"00005","00005","1","IMPORT","","0.0","","2","MVI","MONIER VIANDES"
"00006","00006","1","IMPORT","","0.0","","2","MVI","BIGARD"
"00007","00007","1","IMPORT","","0.0","","2","MVI","HIPPOVIANDES"
"00008","00008","1","IMPORT","","0.0","","2","MVI","MONFORT VIANDES(VIANDE FRAICHE"
"00009","00009","1","IMPORT","","0.0","","2","MVI","E.Q.S LIMITED"
"00010","00010","1","IMPORT","","0.0","","2","MVI","E.F FRANCE VIANDES"
"00011","00011","1","IMPORT","","0.0","","2","MVI","BAYARD DISTRIBUTION"
"00012","00012","1","IMPORT","","0.0","","2","MVI","NATURE D'ORIGINE"
"00013","00013","1","IMPORT","","0.0","","2","MVI","AMMEUX"
"00014","00014","1","IMPORT","","0.0","","2","MVI","APPLE WAY"
"00015","00015","1","IMPORT","","0.0","","2","MVI","AOSTE EXPORT SNC (GAUL)"
"00016","00016","1","IMPORT","","0.0","","2","MVI","LOU TRAITEUR"
"00017","00017","1","IMPORT","","0.0","","2","MVI","DOMALAIT PRODUCTION"
"00018","00018","1","ASP","","0.0","","2","MVI","SAVEURS&DELICES"
"00019","00019","1","IMPORT","","0.0","","2","MVI","STEMMELEN"
"00020","00020","1","ASP","","0.0","","2","MVI","MIDI CARAIBES"
"00021","00021","1","IMPORT","","0.0","","2","MVI","DI BNEDETTO..."
"00022","00022","1","IMPORT","","0.0","","2","MVI","PROLAIDIS"
"00023","00023","1","IMPORT","","0.0","","2","MVI","VERGEER KAAS"
"00024","00024","1","IMPORT","","0.0","","2","MVI","FRANCE FROMAGE"
"00025","00025","1","IMPORT","","0.0","","2","MVI","DELMOTE FRANK"
"00026","00026","1","IMPORT","","0.0","","2","MVI","VEDIAL (MARIE SAINT HUBERT)"
"00027","00027","1","IMPORT","","0.0","","2","MVI","ETS CROUZAT / CONSTANS"
"00028","00028","1","IMPORT","","0.0","","2","MVI","ARRO"
"00029","00029","1","IMPORT","","0.0","","2","MVI","CANDIA"
"00030","00030","1","IMPORT","","0.0","","2","MVI","MAITRE PRUNILLE"
"00031","00031","1","IMPORT","","0.0","","2","MVI","GUYADER"
"00032","00032","1","IMPORT","","0.0","","2","MVI","FEYEL"
"00033","00033","1","IMPORT","","0.0","","2","MVI","JEANETTE"
"00034","00034","1","IMPORT","","0.0","","2","MVI","ALLIANCE"
"00035","00035","1","ASP","","0.0","","2","MVI","PRIMEURS CARAIBES"
"00036","00036","1","ASP","","0.0","","2","MVI","CAS CARAIBES"
"00037","00037","1","IMPORT","","0.0","","2","MVI","TROPIC APERO"
"00038","00038","1","IMPORT","","0.0","","2","MVI","AGRY COMMERCE"
"00039","00039","1","IMPORT","","0.0","","2","MVI","LACTALIS ( MDD/N°1/ 1° PRIX)"
"00040","00040","1","IMPORT","","0.0","","2","MVI","LACTALIS ( GALBANI)"
"00041","00041","1","IMPORT","","0.0","","2","MVI","ESPINA"
"00042","00042","1","ASP","","0.0","","2","MVI","GUAD'EPICES S.A.R.L"
"00043","00043","1","IMPORT","","0.0","","2","MVI","LAITERIE DE SAINT MALO"
"00044","00044","1","IMPORT","","0.0","","2","MVI","LE PETIT CUISINIER"
"00045","00045","1","IMPORT","","0.0","","2","MVI","LACTALIS ( PRESIDENT )"
"00046","00046","1","IMPORT","","0.0","","2","MVI","PRISKA CELESTE"
"00047","00047","1","IMPORT","","0.0","","2","MVI","MARTINET"
"00048","00048","1","IMPORT","","0.0","","2","MVI","GUY SPANGHERO (VIANDES FRAICHE"
"00049","00049","1","IMPORT","","0.0","","2","MVI","FRUITS SECS DIVERS"
"00050","00050","1","ASP","","0.0","","2","MVI","PMC EURL"
"00051","00051","1","IMPORT","","0.0","","2","MVI","AMBROSI EMMI FRANCE"
"00052","00052","1","IMPORT","","0.0","","2","MVI","LAITA INTERNATIONAL(HOLLANDE)"
"00053","00053","1","IMPORT","","0.0","","2","MVI","ZAPHIR"
"00054","00054","1","IMPORT","","0.0","","2","MVI","NOVANDIE"
"00055","00055","1","IMPORT","","0.0","","2","MVI","SCHOEPFER"
"00056","00056","1","IMPORT","","0.0","","2","MVI","RIANS"
"00057","00057","1","IMPORT","","0.0","","2","MVI","DRUMMONT EXPORT"
"00058","00058","1","IMPORT","","0.0","","2","MVI","EPICEA"
"00059","00059","1","IMPORT","","0.0","","2","MVI","UNIDIS (JUS ANDROS)"
"00060","00060","1","IMPORT","","0.0","","2","MVI","NATURES PRODUCES INC"
"00061","00061","1","IMPORT","","0.0","","2","MVI","SIF DELPIERRE"
"00062","00062","1","IMPORT","","0.0","","2","MVI","DACO FRANCE FRUITS SECS"
"00063","00063","1","IMPORT","","0.0","","2","MVI","AOSTE EXPORT SNC (MDD -1°PRIX)"
"00064","00064","1","IMPORT","","0.0","","2","MVI","JEAN CABY (MDD - 1°PRIX)"
"00065","00065","1","IMPORT","","0.0","","2","MVI","POLETTE ET CIE SALAISON"
"00066","00066","1","IMPORT","","0.0","","2","MVI","VOLYSTAR (VOLIBON.."
"00067","00067","1","IMPORT","","0.0","","2","MVI","COLOR"
"00068","00068","1","IMPORT","","0.0","","2","MVI","SIF DELPIERRE (GAMME YORK)"
"00069","00069","1","IMPORT","","0.0","","2","MVI","MIFROMA"
"00070","00070","1","IMPORT","","0.0","","2","MVI","VAL DE LYON"
"00071","00071","1","IMPORT","","0.0","","2","MVI","ROCHEBILLARD BLEIN"
"00072","00072","1","IMPORT","","0.0","","2","MVI","ABC INDUSTRIE"
"00073","00073","1","IMPORT","","0.0","","2","MVI","ALSACIENNE DE PATES MENAGERES"
"00074","00074","1","IMPORT","","0.0","","2","MVI","SALAISON DU TERRADOU"
"00075","00075","1","IMPORT","","0.0","","2","MVI","MARINE HARVEST"
"00076","00076","1","IMPORT","","0.0","","2","MVI","COOPERL"
"00077","00077","1","IMPORT","","0.0","","2","MVI","CUISINE SOLEIL SARL"
"00078","00078","1","IMPORT","","0.0","","2","MVI","MARCHÉ CARAIBES"
"00079","00079","1","ASP","","0.0","","2","MVI","SUNFOOD TRADING"
"00080","00080","1","ASP","","0.0","","2","MVI","SIKAFRUITS"
"00081","00081","1","IMPORT","","0.0","","2","MVI","COMBS"
"00082","00082","1","IMPORT","","0.0","","2","MVI","TEMPÉ"
"00083","00083","1","IMPORT","","0.0","","2","MVI","LOGIDIS FR"
"00084","00084","1","IMPORT","","0.0","","2","MVI","LACTALIS ( ULTRA FRAIS )"
"00085","00085","1","IMPORT","","0.0","","2","MVI","ESTEBAN ESPUNA"
"00086","00086","1","IMPORT","","0.0","","2","MVI","PARIS.GASTRONOMY(SOCOPA)"
"00087","00087","1","IMPORT","","0.0","","2","MVI","PARIS.GASTRONOMY(BIGARD)"
"00088","00088","1","IMPORT","","0.0","","2","MVI","PARIS.GASTRONOMY(MONTFORT)"
"00089","00089","1","IMPORT","","0.0","","2","MVI","PARIS.GASTRONOMY(M A G )"
"00090","00090","1","IMPORT","","0.0","","2","MVI","GLAC COMMERCIAL"
"00091","00091","1","IMPORT","","0.0","","2","MVI","UCKO"
"00092","00092","1","IMPORT","","0.0","","2","MVI","CHARAL"
"00093","00093","1","IMPORT","","0.0","","2","MVI","MADRANGE"
"00094","00094","1","IMPORT","","0.0","","2","MVI","BAMAPPRO SERVICE AERIEN"
"00095","00095","1","IMPORT","","0.0","","2","MVI","ARRE"
"00096","00096","1","IMPORT","","0.0","","2","MVI","INTERFOOD(POISSON SALÉ SECHÉ)"
"00097","00097","1","IMPORT","","0.0","","2","MVI","LAITA INTERNATIONAL(MDD-1°PRIX"
"00098","00098","1","IMPORT","","0.0","","2","MVI","GROUPE ENTREMON (MDD - 1°PRIX)"
"00099","00099","1","IMPORT","","0.0","","2","MVI","SIKA FRAIS"
"00100","00100","1","IMPORT","","0.0","","2","MVI","VALMARTIN FROMAGERIE SENGELEMA"
"00101","00101","1","IMPORT","","0.0","","2","MVI","SENAGRAL(ULTRA FRAIS)"
"00104","00104","1","IMPORT","","0.0","","2","MVI","CARAIB FRAIS"
"00105","00105","1","IMPORT","","0.0","","2","MVI","FLEURY MICHON"
"00106","00106","1","IMPORT","","0.0","","2","MVI","JEAN ROUTHIAU"
"00107","00107","1","IMPORT","","0.0","","2","MVI","ELLE ET VIRE"
"00108","00108","1","IMPORT","","0.0","","2","MVI","SEREBIS"
"00109","00109","1","IMPORT","","0.0","","2","MVI","SOGEDIAL AULX/PDT/OI"
"00110","00110","1","IMPORT","","0.0","","2","MVI","VANELLI FALCONE"
"00111","00111","1","IMPORT","","0.0","","2","MVI","DESAILLY CHAUVIERE ROY"
"00112","00112","1","IMPORT","","0.0","","2","MVI","CHARLES & ALICE"
"00113","00113","1","IMPORT","","0.0","","2","MVI","TRISKEL"
"00114","00114","1","IMPORT","","0.0","","2","MVI","PER INTER"
"00115","00115","1","IMPORT","","0.0","","2","MVI","UNILEVER"
"00116","00116","1","IMPORT","","0.0","","2","MVI","LAITERIE SAINT DENIS"
"00117","00117","1","IMPORT","","0.0","","2","MVI","UNILEVER/NDT ......."
"00118","00118","1","IMPORT","","0.0","","2","MVI","SOCIETE BAHIER"
"00119","00119","1","IMPORT","","0.0","","2","MVI","GUYANE EXOTIC FRUITS"
"00120","00120","1","IMPORT","","0.0","","2","MVI","PAUL PREDAULT"
"00122","00122","1","IMPORT","","0.0","","2","MVI","FRAISNOR SA"
"00123","00123","1","ASP","","0.0","","2","MVI","ANTILLES FRAIS"
"00124","00124","1","IMPORT","","0.0","","2","MVI","SOLECO"
"00125","00125","1","ASP","","0.0","","2","MVI","TROPIC FRUITS"
"00127","00127","1","IMPORT","","0.0","","2","MVI","CERELIA"
"00128","00128","1","IMPORT","","0.0","","2","MVI","SIED SA"
"00130","00130","1","IMPORT","","0.0","","2","MVI","TRIBALLAT NOYAL"
"00131","00131","1","IMPORT","","0.0","","2","MVI","PRIM AGEN"
"00132","00132","1","IMPORT","","0.0","","2","MVI","PARIS.GASTRONOMY DISTRIBUTION"
"00133","00133","1","IMPORT","","0.0","","2","MVI","DAVIGEL S.A"
"00134","00134","1","ASP","","0.0","","2","MVI","SOFRIDIS"
"00135","00135","1","IMPORT","","0.0","","2","MVI","CHARCUPAC S.A"
"00136","00136","1","IMPORT","","0.0","","2","MVI","RAVIL FRICO CHEESE"
"00137","00137","1","IMPORT","","0.0","","2","MVI","MORINA BAIE DISTRIB"
"00138","00138","1","IMPORT","","0.0","","2","MVI","FRANCE SALAISON"
"00139","00139","1","IMPORT","","0.0","","2","MVI","LANGUEDOC SALAISONS"
"00140","00140","1","IMPORT","","0.0","","2","MVI","PROVENCE OLIVES"
"00141","00141","1","IMPORT","","0.0","","2","MVI","TRAITEUR CONSEIL"
"00142","00142","1","IMPORT","","0.0","","2","MVI","TRANS ANTILLES INTL"
"00143","00143","1","IMPORT","","0.0","","2","MVI","MARION SALAISON"
"00144","00144","1","IMPORT","","0.0","","2","MVI","LES PECHERIES DE FECAMP"
"00145","00145","1","IMPORT","","0.0","","2","MVI","SALAISONS DE SAINT ANDRE"
"00146","00146","1","IMPORT","","0.0","","2","MVI","DOREMUS"
"00147","00147","1","IMPORT","","0.0","","2","MVI","LACTALIS (PRIMEVERE)"
"00148","00148","1","IMPORT","","0.0","","2","MVI","LOGIDIS ULTRA-FRAIS"
"00149","00149","1","IMPORT","","0.0","","2","MVI","VANDEMOORTEL"
"00150","00150","1","IMPORT","","0.0","","2","MVI","SAMAN EDOUARD PG"
"00151","00151","1","IMPORT","","0.0","","2","MVI","PROCTER CAMBLE CEEMEA"
"00152","00152","1","IMPORT","","0.0","","2","MVI","ALIMENT SYSTEME"
"00153","00153","1","IMPORT","","0.0","","2","MVI","GOLDEN VALLEE"
"00154","00154","1","ASP","","0.0","","2","MVI","DELICES LOCALES"
"00155","00155","1","IMPORT","","0.0","","2","MVI","EL POZO"
"00156","00156","1","IMPORT","","0.0","","2","MVI","LES DOUCEURS D'ALIENOR"
"00157","00157","1","IMPORT","","0.0","","2","MVI","DANDIEU"
"00158","00158","1","IMPORT","","0.0","","2","MVI","LA BOVIDA"
"00159","00159","1","IMPORT","","0.0","","2","MVI","S V A VIANDES INTERNATIONAL"
"00160","00160","1","IMPORT","","0.0","","2","MVI","ELIVIA (VIANDES FRAICHE )"
"00161","00161","1","IMPORT","","0.0","","2","MVI","MEATANFOOD(JESTIN SAS)V.FRAICH"
"00162","00162","1","ASP","","0.0","","2","MVI","F&C GROUP SARL"
"00163","00163","1","IMPORT","","0.0","","2","MVI","LA LAMPAULAISE DE SALAISONS"
"00164","00164","1","IMPORT","","0.0","","2","MVI","LA LAMPAULAISE  (MDD - 1°PRIX)"
"00165","00165","1","IMPORT","","0.0","","2","MVI","BUTET"
"00166","00166","1","IMPORT","","0.0","","2","MVI","S.A.S NANTIAL"
"00167","00167","1","IMPORT","","0.0","","2","MVI","MERICQ"
"00168","00168","1","IMPORT","","0.0","","2","MVI","FLORETTE FRANCE"
"00169","00169","1","IMPORT","","0.0","","2","MVI","FRANCE FOOD"
"00170","00170","1","IMPORT","","0.0","","2","MVI","MAROC FINES HERBES"
"00171","00171","1","IMPORT","","0.0","","2","MVI","ARRIVE S.A.S (MAITRE COQ)"
"00172","00172","1","IMPORT","","0.0","","2","MVI","LA TOQUE ANGEVINE"
"00173","00173","1","IMPORT","","0.0","","2","MVI","RÉGALETTE"
"00174","00174","1","IMPORT","","0.0","","2","MVI","BELL"
"00175","00175","1","IMPORT","","0.0","","2","MVI","SAVIEL ( S.V.A )"
"00176","00176","1","IMPORT","","0.0","","2","MVI","SENOBLE DESSERT (ULTRA FRAIS)"
"00177","00177","1","IMPORT","","0.0","","2","MVI","OUTRMER EXPORTATION(EX VALCRES"
"00178","00178","1","IMPORT","","0.0","","2","MVI","MARTINET"
"00179","00179","1","IMPORT","","0.0","","2","MVI","EMA NEGOCE"
"00180","00180","1","IMPORT","","0.0","","2","MVI","LUSTUCRU"
"00181","00181","1","IMPORT","","0.0","","2","MVI","LE PETIT BASQUE"
"00182","00182","1","IMPORT","","0.0","","2","MVI","SEB//SOFRIBER"
"00183","00183","1","IMPORT","","0.0","","2","MVI","ORTOLAN S.A"
"00184","00184","1","IMPORT","","0.0","","2","MVI","HAPI TRADING SAS"
"00185","00185","1","IMPORT","","0.0","","2","MVI","SEBRONSHI PROD"
"00186","00186","1","IMPORT","","0.0","","2","MVI","GOURMET FOOD FRANCE"
"00187","00187","1","IMPORT","","0.0","","2","MVI","EMA NEGOCE"
"00188","00188","1","IMPORT","","0.0","","2","MVI","MARTINIQUE CATERING SERVAIR"
"00189","00189","1","IMPORT","","0.0","","2","MVI","KUEHNE & NAGEL"
